Fid,Datesk,Item_Name,Departure_Date,From_Source,To_Destination,Logistics_Name,Temp,Oxygen,Carbon_Dioxide,ethylene,damage_due_to_vibration,Humidity,Label
10.42.0.211-10.42.0.1-5207-53-17,20210104,Carrot Nati,04-01-21,Coimbatore,Abu,King Courier,16.7,36.86,80.75,19.32,No,82,0
10.42.0.211-10.42.0.1-1935-53-17,20210104,Carrot Delhi,04-01-21,Cuddalore,Ajmer,Lynden Transport,18.4,45.02,54.16,14.09,No,77,0
216.58.219.226-10.42.0.151-443-43529-6,20210104,Carrot ooty,04-01-21,Dharmapuri,Alwar,Max Move,19.6,10.65,45.17,11.53,Yes,77,1
180.149.136.194-10.42.0.211-80-60050-6,20210104,Chillies small (C.B.P),04-01-21,Dindigul,Amer,National Transportation Logistics,20.8,,17.14,7.12,Yes,79,1
172.217.11.42-10.42.0.42-443-35211-6,20210104,Chillies Cleaned,04-01-21,Erode,Barmer,New Motion Shipper,19.8,59.78,14.93,7.58,No,93,0
172.217.6.234-10.42.0.42-443-54834-6,20210104,Chillies Bajji,04-01-21,Kanchipuram,Beawar,King Courier,14.5,47.29,15.35,0.99,Yes,98,1
10.42.0.42-119.146.74.49-58155-443-6,20210104,Chillies Green,04-01-21,Kanniyakumari,Bharatpur,Lynden Transport,15.9,60.16,9.58,0.74,No,68,0
172.217.3.106-10.42.0.151-443-50147-6,20210104,Capsicum Red/Yellow,04-01-21,Kodaikanal,Bhilwara,Max Move,16,62.24,30.04,0.74,No,78,0
10.42.0.151-52.179.184.189-41331-443-6,20210104,Capsicum 1,04-01-21,Kumbakonam,Bikaner,National Transportation Logistics,17.6,52.74,39.51,0.74,No,74,0
10.42.0.211-10.42.0.1-4791-53-17,20210104,Mango Raw,04-01-21,Madurai,Bundi,New Motion Shipper,20.9,57.77,30.62,0.74,No,66,0
10.42.0.151-10.42.0.1-26070-53-17,20210104,Mango Raw Amblet,04-01-21,Mamallapuram,Chittaurgarh,Omni Logistics,12.6,51.56,42.25,0.74,Yes,72,1
10.42.0.211-52.52.92.30-43922-443-6,20210104,Thogari kai,04-01-21,Nagappattinam,Churu,Pack ‘n’ Send,12.5,50.27,63.29,7.21,No,83,0
10.42.0.151-10.42.0.1-17103-53-17,20210104,Tomoto,04-01-21,Nagercoil,Dhaulpur,Parcel Logistics,11.1,55.1,13.28,12.15,No,79,0
10.42.0.211-10.42.0.1-38980-53-17,20210104,Bitter Gourd,04-01-21,Palayamkottai,Dungarpur,Blue Grace Logistics,10.2,63.73,61.15,16.49,Yes,85,1
202.77.129.54-10.42.0.151-80-40613-6,20210104,Yam/S.Root,04-01-21,Pudukkottai,Ganganagar,Brisk Shipping,11.1,48.08,51.8,17.66,Yes,90,1
192.229.173.173-10.42.0.42-80-49060-6,20210104,Beet Root,04-01-21,Hyderabad,Hanumangarh,Check Logistics,13.5,50.94,14.95,9.17,Yes,86,1
10.42.0.211-10.42.0.1-15132-53-17,20210104,Brinjal Mlore,04-01-21,Karimnagar,Jaipur,Circle Logistics,16.5,52.22,44.37,10.26,Yes,86,1
8.0.6.4-8.6.0.1-0-0-0,20210104,Brinjal Bottle,04-01-21,Khammam,Jaisalmer,Clipper America Inc.,13,50.17,22.81,11.45,Yes,87,1
10.42.0.211-66.231.239.124-39984-80-6,20210104,Brinjal (R),04-01-21,Mahbubnagar,Jalor,Max Move,15.1,68.45,10.93,8.15,No,81,0
216.58.219.238-10.42.0.151-443-57152-6,20210104,Brinjal (W),04-01-21,Nizamabad,Jhalawar,National Transportation Logistics,15.5,71.3,21.11,9.24,Yes,82,1
10.42.0.211-10.42.0.1-52318-53-17,20210104,Brinjal long,04-01-21,Sangareddi,Jhunjhunu,New Motion Shipper,19.2,42.57,40.3,15.3,No,74,0
10.42.0.211-14.204.144.142-38329-80-6,20210104,Beans cleaned,04-01-21,Warangal,Jodhpur,Omni Logistics,17.6,29.65,5.88,7.72,No,78,0
172.217.10.42-10.42.0.151-443-45494-6,20210104,Beans Fruit,04-01-21,Agra,Kishangarh,Pack ‘n’ Send,18.4,73.07,15.24,8.88,No,75,0
172.217.10.78-10.42.0.211-443-50783-6,20210104,Beans Ring,04-01-21,Aligarh,Kota,Parcel Logistics,19.4,55.47,19.45,11.37,Yes,78,1
10.42.0.151-72.30.196.161-58384-443-6,20210104,Beans Nati,04-01-21,Amroha,Merta,Blue Grace Logistics,19.6,57.33,20.11,3.6,Yes,78,1
198.11.188.75-10.42.0.151-443-44865-6,20210104,Beans,04-01-21,Ayodhya,Nagaur,Brisk Shipping,20.1,27.52,30.88,9.43,Yes,81,1
175.100.207.233-10.42.0.42-80-52214-6,20210104,Amla,04-01-21,Azamgarh,Nathdwara,Check Logistics,14.1,22.98,18.14,7.83,No,59,0
172.217.12.166-10.42.0.151-443-55147-6,20210104,N. 200 ml,04-01-21,Bahraich,Pali,Circle Logistics,12,31.03,16.35,6.17,Yes,83,1
172.217.6.202-10.42.0.211-443-35445-6,20210104,Pomegranate ,04-01-21,Ballia,Phalodi,Clipper America Inc.,12,39.14,22.52,10.93,No,81,0
10.42.0.211-23.206.166.62-36991-80-6,20210104,Brahmi amla ,04-01-21,Banda,Pushkar,DeGroot Logistics,8.9,32.95,26.61,10.73,Yes,68,1
10.42.0.211-31.13.71.52-49572-443-6,20210104,Jumbu ,04-01-21,Bara Banki,Sawai Madhopur,Blue Grace Logistics,10,45.89,23.17,7.15,Yes,68,1
10.42.0.42-121.12.98.63-44729-80-6,20210104,South Af.red berry,04-01-21,Bareilly,Shahpura,Brisk Shipping,11.3,,29.4,9.83,No,79,0
172.217.6.195-10.42.0.211-80-57464-6,20210104,Nagapur Orange Economy,04-01-21,Basti,Sikar,Check Logistics,13.1,60.58,31.91,2.32,Yes,78,1
10.42.0.211-10.42.0.1-24963-53-17,20210104,Malenian apple,04-01-21,Bijnor,Sirohi,Circle Logistics,11.8,51.62,48.77,6.72,No,82,0
10.42.0.42-52.197.242.223-60378-443-6,20210104,Apple Premium,04-01-21,Bithur,Gangtok,Clipper America Inc.,15.2,36.42,12.2,4.19,No,81,0
172.217.6.202-10.42.0.211-443-33400-6,20210104,Berry Green,04-01-21,Budaun,Gyalshing,DeGroot Logistics,15.5,34.83,7.93,0.74,No,79,0
180.149.153.68-10.42.0.42-80-37898-6,20210104,Berry ball,04-01-21,Bulandshahr,Lachung,Edge Logistics,17.4,34.76,4.96,0.74,Yes,71,1
8.0.6.4-8.6.0.1-0-0-0,20210104,Berry Golden,04-01-21,Deoria,Mangan,Express Lane Transportation,19.7,10.44,20.3,6.65,No,66,0
172.217.12.202-10.42.0.211-443-59342-6,20210104,Berry Southafrica,04-01-21,Etah,Arcot,Flare Logistics Trucking Inc.,18.3,77.4,25.34,7.94,No,80,0
173.194.207.138-10.42.0.211-443-55135-6,20210104,Baby corn cleaned,04-01-21,Etawah,Chengalpattu,Forward Air,15.7,63.51,47.44,11.44,No,100,0
10.42.0.211-87.240.165.91-57359-80-6,20210104,Baby corn,04-01-21,Faizabad,Chennai,Fresh Logistic,17,56.47,42.76,9.97,No,86,0
172.217.12.142-10.42.0.211-443-49526-6,20210104,Chillies Bajji yagani,04-01-21,Farrukhabad-cum-Fatehgarh,Chidambaram,Go Movers,16.4,37.97,9.84,5.49,No,95,0
172.217.7.3-10.42.0.151-443-45898-6,20210104,Chilakarive green,04-01-21,Fatehpur,Coimbatore,Horizon Moving & Logistics,16.9,26.21,25.37,8.55,Yes,95,1
10.42.0.211-47.88.66.107-56949-443-6,20210104,Potato pack,04-01-21,Jalaun,Cuddalore,Hub Group Trucking,10.3,30.16,10.39,5.91,Yes,84,1
10.42.0.211-10.42.0.1-36410-53-17,20210104,Onion pack,04-01-21,Jaunpur,Dharmapuri,In Switch,9.8,36.08,7.15,2.62,Yes,81,1
10.42.0.211-23.205.16.85-52488-80-6,20210104,Chakota greens,04-01-21,Jhansi,Dindigul,King Courier,9.5,16.92,16.93,6.99,Yes,95,1
172.217.9.225-10.42.0.211-443-39745-6,20210104,Eggs,04-01-21,Kannauj,Erode,Fresh Logistic,9.4,25.88,13.88,9.26,No,100,0
10.42.0.1-10.42.0.42-53-22510-17,20210104,Arive greens,04-01-21,Kanpur,Kanchipuram,Go Movers,10.3,27.9,10.7,6.65,Yes,100,1
10.42.0.211-104.192.110.245-49997-443-6,20210104,knol-khol,04-01-21,Lakhimpur,Kanniyakumari,Horizon Moving & Logistics,10.2,9.69,14.21,8.99,Yes,97,1
10.42.0.42-66.231.239.125-32956-443-6,20210104,Chikadi kai,04-01-21,Lalitpur,Kodaikanal,Hub Group Trucking,10.4,,8.66,5.04,No,79,0
172.217.12.206-10.42.0.151-443-51124-17,20210104,Garlic cleaned,04-01-21,Lucknow,Kumbakonam,In Switch,11.3,,15.63,15.19,No,93,0
10.42.0.211-77.234.44.201-42226-80-6,20210104,Garlic,04-01-21,Mainpuri,Madurai,King Courier,14.2,,13.95,11,No,94,0
10.42.0.211-10.42.0.1-4145-53-17,20210104,Ginger New,04-01-21,Mathura,Mamallapuram,Lynden Transport,8.1,,7.56,5.02,Yes,80,1
203.205.158.56-10.42.0.211-80-60809-6,20210104,Ginger,04-01-21,Meerut,Nagappattinam,Max Move,8.6,34.54,9.59,7.95,Yes,87,1
172.217.10.142-10.42.0.151-443-47408-6,20210104,Ground nut Hybrid,04-01-21,Mirzapur-Vindhyachal,Nagercoil,National Transportation Logistics,7,28.02,10.25,7.63,Yes,100,1
173.194.175.138-10.42.0.151-443-53008-6,20210104,Ground nut Local,04-01-21,Moradabad,Palayamkottai,New Motion Shipper,6.9,35.85,26.72,13.84,No,100,0
172.217.10.110-10.42.0.151-443-57294-6,20210104,Double Beans,04-01-21,Muzaffarnagar,Pudukkottai,Horizon Moving & Logistics,8,51,8.33,7.07,Yes,99,1
10.42.0.151-106.11.14.99-36943-443-6,20210104,Double Beans seeds,04-01-21,Partapgarh,Hyderabad,Hub Group Trucking,9,37.9,7.28,6.22,No,91,0
203.205.147.229-10.42.0.42-80-43120-6,20210104,Drumstik,04-01-21,Almora,Karimnagar,In Switch,11.7,28.52,13.86,7.5,No,92,0
10.42.0.151-10.42.0.1-6478-53-17,20210104,Cherry Tomoto,04-01-21,Dehra Dun,Khammam,King Courier,12.5,27.48,8.51,6.89,Yes,100,1
10.42.0.211-52.206.66.6-52003-443-6,20210104,Cauliflower per Kg,04-01-21,Haridwar,Mahbubnagar,Lynden Transport,10.9,32.54,7.07,5.54,Yes,93,1
10.42.0.1-10.42.0.42-53-54477-17,20210104,Cauliflower(S),04-01-21,Mussoorie,Nizamabad,Max Move,8.2,27.07,9.88,6.94,Yes,84,1
10.42.0.151-10.42.0.1-1461-53-17,20210104,Cauliflower(M),04-01-21,Nainital,Sangareddi,National Transportation Logistics,9.2,31.93,6.91,6.21,Yes,81,1
10.42.0.211-122.225.81.56-40498-80-6,20210104,Mushroom Milky,04-01-21,Pithoragarh,Warangal,New Motion Shipper,5.4,38.54,6.67,5.65,Yes,81,1
192.229.173.173-10.42.0.211-443-45652-6,20210104,Mushroom Button,04-01-21,Alipore,Agra,Omni Logistics,7.5,24.78,7.69,9.05,No,84,0
172.217.12.194-10.42.0.151-443-60583-6,20210104,Lime Bijapur,04-01-21,Alipur Duar,Aligarh,Pack ‘n’ Send,7.6,,8.89,7.68,Yes,94,1
182.22.65.137-10.42.0.211-443-60014-6,20210104,Grapes Dry 100gm,04-01-21,Asansol,Amroha,Parcel Logistics,5.7,59.94,8.58,6.92,No,100,0
203.205.158.63-10.42.0.211-80-46895-6,20210104,Grapes Dry 250gm,04-01-21,Baharampur,Ayodhya,King Courier,6.9,40.76,6.96,8.23,No,94,0
10.42.0.151-31.13.80.5-33350-443-6,20210104,Grapes Red globe,04-01-21,Bally,Azamgarh,Lynden Transport,7.2,48.3,10.41,9.75,No,97,0
10.42.0.151-118.123.114.134-43499-80-6,20210104,Lime Local,04-01-21,Balurghat,Bahraich,Max Move,6.1,32.34,10.37,9.79,No,100,0
10.42.0.151-59.38.112.48-44995-443-6,20210104,Little gourd,04-01-21,Bankura,Ballia,National Transportation Logistics,5,40.07,20.03,8.28,No,100,0
172.217.10.99-10.42.0.151-443-45838-6,20210104,Ladys finger,04-01-21,Baranagar,Banda,New Motion Shipper,6.8,33.52,22.86,16.03,Yes,90,1
10.42.0.151-98.139.180.180-45069-443-6,20210104,Herali kai,04-01-21,Barasat,Bara Banki,Omni Logistics,10.7,37.12,10.46,6.98,No,78,0
10.42.0.211-64.71.142.124-33654-443-6,20210104,Grapes T.S.,04-01-21,Barrackpore,Bareilly,Pack ‘n’ Send,10.9,31.1,18.18,5.48,Yes,82,1
172.217.10.35-10.42.0.211-443-59241-6,20210104,Avarekai (Field Beans ),04-01-21,Basirhat,Basti,Parcel Logistics,7.6,,25.24,4.74,Yes,87,1
172.217.12.163-10.42.0.42-443-40385-6,20210104,Banana cooking R.Banana,04-01-21,Bhatpara,Bijnor,Blue Grace Logistics,7.9,20.24,17.41,4.3,No,95,0
10.42.0.211-111.13.147.195-55466-80-6,20210104,Jukani,04-01-21,Bishnupur,Bithur,Brisk Shipping,7,19.51,14.05,4.46,No,100,0
10.42.0.211-88.212.196.104-45782-443-6,20210104,Sham gadde,04-01-21,Budge Budge,Budaun,Check Logistics,6.1,15.87,18.21,5.1,No,97,0
10.42.0.1-10.42.0.42-53-35788-17,20210104,Snake Gourd(S),04-01-21,Burdwan,Bulandshahr,Circle Logistics,7.3,18.23,15.82,6.38,Yes,92,1
10.42.0.211-52.84.6.107-50538-443-6,20210104,Snake Gourd,04-01-21,Chandernagore,Deoria,Clipper America Inc.,5.8,,14.35,5.66,No,100,0
10.42.0.211-52.84.29.55-45345-443-6,20210104,Sponge Gourd,04-01-21,Darjeeling,Etah,Max Move,5.7,,9.53,4.93,No,100,0
157.240.3.19-10.42.0.211-443-35046-6,20210104,Raddish Red,04-01-21,Diamond Harbour,Etawah,National Transportation Logistics,7.9,6.9,13.48,5.61,Yes,100,1
10.42.0.211-77.234.44.200-46608-80-6,20210104,Raddish,04-01-21,Ranchi,Faizabad,New Motion Shipper,6,14.85,11.58,5.31,Yes,94,1
180.149.153.68-10.42.0.42-80-51626-6,20210104,Sweet Potato(Genasu),04-01-21,Saraikela,Farrukhabad-cum-Fatehgarh,Omni Logistics,9.7,17.93,10.18,4.73,Yes,84,1
172.217.11.46-10.42.0.151-443-43472-6,20210104,Potato Baby,04-01-21,Badami,Fatehpur,Pack ‘n’ Send,6.3,13.14,13.06,5.04,Yes,100,1
10.42.0.151-10.42.0.1-14499-53-17,20210104,Potato(S),04-01-21,Ballari,Jalaun,Parcel Logistics,14.3,5.08,13.97,6.97,No,63,0
180.163.251.231-10.42.0.211-80-38152-6,20210104,Potato(B),04-01-21,Bengaluru,Jaunpur,Blue Grace Logistics,6,,16.31,9.25,No,85,0
10.42.0.151-52.84.26.222-59414-443-6,20210104,Potato(M),04-01-21,Belagavi,Jhansi,Brisk Shipping,4.7,14.76,24.41,4.86,No,80,0
151.101.1.140-10.42.0.211-443-48056-6,20210104,Pumpkin Japan,04-01-21,Bhadravati,Kannauj,Check Logistics,3.2,21,35.49,7.51,No,96,0
203.90.242.126-10.42.0.151-80-34820-6,20210104,Pumpkin Red,04-01-21,Bidar,Kanpur,Circle Logistics,3,21.49,39.53,7.39,Yes,100,1
172.217.12.138-10.42.0.42-443-43887-6,20210104,Pumpkin Ash,04-01-21,Chikkamagaluru,Lakhimpur,Clipper America Inc.,4,20.06,43.78,8.43,No,100,0
144.217.109.67-10.42.0.42-123-42625-17,20210104,Peas Ooty,04-01-21,Chitradurga,Lalitpur,DeGroot Logistics,5.7,17.65,43.3,8.2,Yes,84,1
182.22.31.252-10.42.0.211-443-54137-6,20210104,Peas Dharwad,04-01-21,Davangere,Lucknow,Blue Grace Logistics,6.3,18.73,38,6.47,Yes,81,1
10.42.0.151-10.42.0.1-58768-53-17,20210104,Orange South Africa,04-01-21,Halebid,Mainpuri,National Transportation Logistics,6.3,,41.38,5.08,No,85,0
10.42.0.151-10.42.0.1-14701-53-17,20210104,Orange malt,04-01-21,Hassan,Mathura,New Motion Shipper,7.3,,39.11,4.61,No,97,0
209.10.120.26-10.42.0.211-80-55218-6,20210104,Grapes Blore blue,04-01-21,Hubballi-Dharwad,Meerut,King Courier,11.6,,29.34,4.36,No,83,0
8.0.6.4-8.6.0.1-0-0-0,20210104,Guava Allahabad(Red),04-01-21,Kalaburagi,Mirzapur-Vindhyachal,Fresh Logistic,5.5,,35.38,4.88,Yes,98,1
198.11.188.78-10.42.0.211-443-44995-6,20210104,Guava,04-01-21,Kolar,Kheda,Go Movers,8.8,,33.35,4.85,Yes,93,1
10.42.0.211-52.206.66.6-52003-443-6,20210104,Chicco(Sapota),04-01-21,Madikeri,Mahesana,Horizon Moving & Logistics,5.6,,38.95,4.28,Yes,96,1
209.10.120.26-10.42.0.211-80-44971-6,20210104,Custerd Apple,04-01-21,Mandya,Morbi,Hub Group Trucking,10.8,,35.54,4,Yes,87,1
10.42.0.211-121.12.98.62-35334-80-6,20210104,Chicco(Sapota) rapined,04-01-21,Alappuzha,Nadiad,In Switch,3,23.07,65.72,9.31,Yes,100,1
182.22.25.252-10.42.0.42-80-36607-6,20210104,Banana Rasabale,04-01-21,Vatakara,Navsari,King Courier,10.2,,44.96,7.05,Yes,83,1
10.42.0.151-58.63.236.212-42493-443-6,20210104,Banana karpura,04-01-21,Idukki,Ambala,Lynden Transport,8.4,,40.63,6.64,Yes,91,1
172.217.3.99-10.42.0.211-80-54783-6,20210104,Banana Nendra,04-01-21,Kannur,Bhiwani,Max Move,0.3,13.74,37.69,6.64,Yes,100,1
157.240.18.36-10.42.0.211-443-58715-6,20210104,Banana chandra,04-01-21,Kochi,Chandigarh,National Transportation Logistics,8,10.53,25.63,7.39,Yes,98,1
209.85.201.102-10.42.0.211-443-42775-6,20210104,Banana Yellaki,04-01-21,Kollam,Faridabad,New Motion Shipper,7.7,2.05,26.44,6.07,Yes,100,1
10.42.0.211-31.13.80.52-49784-443-6,20210104,Banana pachabale,04-01-21,Kottayam,Firozpur Jhirka,King Courier,6.8,0.72,21.89,7.76,No,100,0
192.229.163.180-10.42.0.211-443-49983-6,20210104,Apple Golden delicious,04-01-21,Kozhikode,Gurugram,Lynden Transport,6.1,0.91,19.06,4.82,Yes,93,1
10.42.0.211-106.11.92.1-43393-443-6,20210104,Apple Green smith,04-01-21,Mattancheri,Hansi,Max Move,5.5,1.16,21.07,5.02,Yes,100,1
10.42.0.151-111.206.25.159-51366-80-6,20210104,Apple hazarath palli,04-01-21,Palakkad,Hisar,National Transportation Logistics,9.9,1.08,25.53,4.73,Yes,100,1
10.42.0.211-47.89.69.217-38704-443-6,20210104,Apple Fuji chaina,04-01-21,Thalassery,Jind,New Motion Shipper,4.3,0.88,27.2,5.26,No,100,0
172.217.12.170-10.42.0.151-443-48288-6,20210104,Apple Newzeland,04-01-21,Thiruvananthapuram,Kaithal,Omni Logistics,6.5,1.04,34.33,7.62,No,100,0
222.73.28.96-10.42.0.42-80-56096-6,20210104,Apple Australia,04-01-21,Balaghat,Karnal,Pack ‘n’ Send,7.5,2.02,29.58,6.57,Yes,97,1
10.42.0.151-14.17.42.57-55398-80-6,20210104,Apple Washington,04-01-21,Barwani,Kurukshetra,Parcel Logistics,4.2,2.03,17.35,6.49,Yes,100,1
172.217.6.238-10.42.0.151-443-51118-6,20210104,Apple Economy,04-01-21,Betul,Panipat,Blue Grace Logistics,3,2.51,17.08,4.57,Yes,100,1
10.42.0.211-123.125.115.164-57370-443-6,20210104,Apple Simla,04-01-21,Bharhut,Pehowa,Brisk Shipping,3.5,1.8,19.87,4.73,No,83,0
10.42.0.211-47.89.69.236-41507-443-6,20210104,Apple Delicious,04-01-21,Bhind,Rewari,Check Logistics,3.7,1.26,24.72,6.55,Yes,87,1
10.42.0.151-54.192.36.245-32999-80-6,20210104,Palak Greens,04-01-21,Bhojpur,Bilaspur,Circle Logistics,2.9,0.38,29.02,9.88,Yes,94,1
10.42.0.211-23.203.49.224-39849-443-6,20210104,Menthya Greens,04-01-21,Bhopal,Chamba,Clipper America Inc.,4.1,2.77,25.58,9.63,No,91,0
203.205.144.183-10.42.0.151-80-36373-6,20210104,Mint Leaves,04-01-21,Burhanpur,Dalhousie,Max Move,5.2,3.29,30.52,5.56,No,95,0
10.42.0.211-98.139.180.180-54397-443-6,20210104,G.nut oil Rice Bron 1 lt,04-01-21,Chhatarpur,Dharmshala,National Transportation Logistics,9.1,3.69,29.94,7.93,Yes,95,1
172.217.10.78-10.42.0.42-443-36097-6,20210104,G.nut oil Premium1 lt,04-01-21,Chhindwara,Hamirpur,New Motion Shipper,10.8,4.35,20.68,4.45,Yes,87,1
10.42.0.211-123.125.29.220-47173-80-6,20210104,Ground nut oil 1 lt,04-01-21,Damoh,Kangra,Omni Logistics,7.1,7.95,17.84,4.82,No,100,0
172.217.10.2-10.42.0.211-443-45174-6,20210104,G.oil Net rich 500 ml,04-01-21,Datia,Kullu,Pack ‘n’ Send,12.5,3.34,30.82,8.73,No,100,0
203.205.158.55-10.42.0.211-80-40692-6,20210104,Fruit  Tailand,04-01-21,Dewas,Mandi,Parcel Logistics,10.3,3.02,27.75,5.8,Yes,97,1
220.181.7.190-10.42.0.151-443-40081-6,20210104,Tender Coco packed,04-01-21,Dhar,Nahan,Blue Grace Logistics,7.2,3.24,31.41,10.48,Yes,89,1
10.42.0.211-10.42.0.1-25023-53-17,20210104,Tender Coconut(S),04-01-21,Dr. Ambedkar Nagar (Mhow),Anantnag,Brisk Shipping,10.1,4.47,31.02,11.79,No,94,0
10.42.0.211-10.42.0.1-9251-53-17,20210104,Pista,04-01-21,Guna,Baramula,Check Logistics,10.2,2.96,35.01,13.66,No,100,0
10.42.0.151-103.235.46.211-45704-80-6,20210104,Dates Arebian,04-01-21,Gwalior,Doda,Circle Logistics,10.8,2.96,25.57,9.86,No,84,0
8.0.6.4-8.6.0.1-0-0-0,20210104,Thinda,04-01-21,Maheshwar,Gulmarg,Clipper America Inc.,2.3,,34.86,8.55,No,100,0
174.35.73.97-10.42.0.211-443-36361-6,20210104,Tamarind seedless,04-01-21,Mandla,Jammu,DeGroot Logistics,9.2,,43.24,9.96,Yes,86,1
10.42.0.211-103.235.46.211-33648-443-6,20210104,Tamrind Chatisghar,04-01-21,Mandsaur,Kathua,Blue Grace Logistics,5.2,,39.25,10.25,No,100,0
8.0.6.4-8.6.0.1-0-0-0,20210104,Tender Coconut(M),04-01-21,Morena,Punch,Brisk Shipping,5.6,,29.79,6.41,No,92,0
10.42.0.211-31.13.71.3-43340-443-6,20210104,Tender Coconut,04-01-21,Murwara,Rajouri,Check Logistics,5.6,,29.72,5.77,No,100,0
10.42.0.151-31.13.69.195-33447-443-6,20210104,Straw Berry,04-01-21,Narsimhapur,Srinagar,Circle Logistics,4,,23.91,4.59,No,100,0
220.181.7.190-10.42.0.151-443-57368-6,20210104,Litchi Taiwan/chaina,04-01-21,Narsinghgarh,Udhampur,Clipper America Inc.,7,,27.77,4.78,No,94,0
10.42.0.211-47.93.77.222-38814-443-6,20210104,Litchi Local,04-01-21,Narwar,Bokaro,DeGroot Logistics,10.4,,29.96,4.98,No,91,0
209.85.144.113-10.42.0.211-443-54102-6,20210104,Kiwi fruit,04-01-21,Neemuch,Chaibasa,Edge Logistics,7.8,,28.69,5.42,No,96,0
10.42.0.211-10.42.0.1-61163-53-17,20210104,Komark fruit,04-01-21,Nowgong,Deoghar,Express Lane Transportation,5.9,,26.58,5.72,Yes,100,1
10.42.0.151-23.206.162.129-34289-80-6,20210104,Grapes Crimson,04-01-21,Orchha,Dhanbad,Flare Logistics Trucking Inc.,5.7,,25.51,5.99,No,100,0
10.42.0.211-115.239.210.141-58326-80-6,20210104,Grapes Krishna sharad,04-01-21,Panna,Dumka,Forward Air,3.6,3.22,25.73,6.3,Yes,100,1
140.205.230.49-10.42.0.42-443-54377-6,20210104,Grapes Flame,04-01-21,Raisen,Giridih,Fresh Logistic,4.8,2.86,22.52,4.54,No,80,0
10.42.0.211-66.198.24.250-52861-443-6,20210104,Grapes Sonika,04-01-21,Rajgarh,Hazaribag,Go Movers,6,2.81,18.31,4.08,Yes,76,1
10.42.0.151-10.42.0.1-49073-53-17,20210104,Grapes Rose,04-01-21,Ratlam,Jamshedpur,Horizon Moving & Logistics,4.9,4.84,28.82,5.84,No,87,0
10.42.0.1-10.42.0.42-53-31832-17,20210104,Grapes Sharad,04-01-21,Rewa,Jharia,Hub Group Trucking,6,9.92,25.18,4.42,Yes,95,1
10.42.0.42-37.1.204.175-33972-80-6,20210104,Grapes Dilkush,04-01-21,Sagar,Rajmahal,In Switch,5.8,6.63,29.18,5,No,99,0
10.42.0.151-10.42.0.1-23184-53-17,20210104,GrapesAnabi shahi,04-01-21,Sarangpur,Ranchi,King Courier,8.6,20.2,25.17,5.46,No,92,0
10.42.0.42-36.110.210.167-45916-80-6,20210104,Hesaru kalu,04-01-21,Ahmadnagar,Saraikela,Fresh Logistic,6.1,22.77,27.58,5.79,Yes,86,1
222.73.28.96-10.42.0.211-80-37142-6,20210104,Molake kalu,04-01-21,Akola,Badami,Go Movers,7.9,16.38,21.18,5.76,No,80,0
172.217.2.174-10.42.0.151-443-34135-6,20210104,Greens Sabbakki,04-01-21,Amravati,Ballari,Horizon Moving & Logistics,6.1,10.33,25.26,4.72,Yes,87,1
172.217.11.14-10.42.0.151-443-33680-6,20210104,Parvala,04-01-21,Aurangabad,Bengaluru,Hub Group Trucking,8.7,10.76,29.19,5.34,No,87,0
10.42.0.151-31.13.71.3-36868-443-6,20210104,Spring Onion(Cleaned),04-01-21,Bhandara,Belagavi,In Switch,6.1,7.14,30.74,4.95,Yes,77,1
173.194.204.113-10.42.0.42-443-60703-6,20210104,Spring Onion,04-01-21,Bhusawal,Bhadravati,King Courier,4.9,11.25,27.87,5.89,Yes,87,1
10.42.0.151-119.146.74.31-40320-443-6,20210105,Kashini greens,05-01-21,Bid,Bidar,Lynden Transport,6.2,22.45,12.25,4.41,No,79,0
10.42.0.42-36.110.210.167-46099-80-6,20210105,Pineapple ,05-01-21,Buldhana,Chikkamagaluru,Max Move,6.7,15.68,18.31,4.86,No,89,0
162.208.22.39-10.42.0.151-443-55406-6,20210105,Thiland ,05-01-21,Chandrapur,Chitradurga,National Transportation Logistics,6,18.69,26.43,6.33,No,95,0
10.42.0.1-10.42.0.42-53-19606-17,20210105,Thiland Jelly,05-01-21,Daulatabad,Davangere,New Motion Shipper,6.2,14.95,30.33,8.26,No,100,0
172.217.10.110-10.42.0.151-443-40132-6,20210105,Orange ,05-01-21,Dhule,Halebid,Horizon Moving & Logistics,9,23.59,24.01,7.07,Yes,88,1
172.217.10.46-10.42.0.211-443-51259-6,20210105,Chikkadikai cleaned,05-01-21,Jalgaon,Hassan,Hub Group Trucking,6.8,13.38,29.28,5.93,Yes,95,1
10.42.0.211-64.71.142.124-39754-443-6,20210105,Grapesh Tash ganesh,05-01-21,Kalyan,Hubballi-Dharwad,In Switch,6.7,14.02,30.95,5.55,Yes,99,1
182.22.24.252-10.42.0.211-80-46459-6,20210105,Times Rose berry,05-01-21,Karli,Kalaburagi,King Courier,5.1,16.31,30.68,5.28,No,100,0
172.217.12.142-10.42.0.211-443-38526-6,20210105,Washington gala apple,05-01-21,Kolhapur,Kolar,Lynden Transport,6.4,13.94,34.28,4.75,No,89,0
169.45.214.235-10.42.0.151-443-55985-6,20210105,Chilles small cleaned (C.B.P),05-01-21,Mahabaleshwar,Madikeri,Max Move,7.9,8.76,36.15,4.88,No,84,0
180.149.136.194-10.42.0.211-80-50594-6,20210105,,05-01-21,Malegaon,Mandya,National Transportation Logistics,11.3,,31.19,4.46,Yes,74,1
